sales_value_rank,stock_code,product_description,sales_value,sales_quantity,sales_value_contribution_pct
2874,21400,RED PUDDING SPOON,126.770,873,0.001316
2875,85067,CREAM SWEETHEART WALL CABINET,126.650,7,0.001315
2876,79191B,RETRO PLASTIC POLKA TRAY,126.400,145,0.001312
2877,84846A,SCENTED CANDLE IN DIGITALIS TIN,126.040,56,0.001308
2878,23417,BATHROOM HOOK,125.350,71,0.001301
2879,22887,NUMBER TILE VINTAGE FONT 8,124.830,77,0.001296
2880,90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,124.800,25,0.001296
2881,84228,HEN HOUSE W CHICK STANDING,124.090,297,0.001288
2882,23477,WOODLAND LARGE BLUE FELT HEART,123.470,92,0.001282
2883,37343,POLKADOT MUG PINK,123.300,72,0.00128
2884,90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.120,324,0.001278
2885,84906,"PINK B'FLY C/COVER W BOBBLES",123.020,35,0.001277
2886,90070,RUBY GLASS CLUSTER BRACELET,122.640,20,0.001273
2887,85086A,CANDY SPOT HEART DECORATION,122.080,146,0.001267
2888,46000U,POLYESTER FILLER PAD 30CMx30CM,121.250,97,0.001259
2889,37333,"RETRO ""TEA FOR ONE""",120.990,21,0.001256
2890,22888,NUMBER TILE VINTAGE FONT 9,120.850,75,0.001255
2891,79190D,RETRO PLASTIC DAISY TRAY,120.680,250,0.001253
2892,20845,ZINC HEART LATTICE 2 WALL PLANTER,120.650,19,0.001253
2893,90173,PAIR BUTTERFLY HAIR CLIPS,120.340,32,0.001249
2894,90116,FRUIT SALAD BAG CHARM,120.320,50,0.001249
2895,90199C,5 STRAND GLASS NECKLACE CRYSTAL,120.290,19,0.001249
2896,84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.070,107,0.001246
2897,35972,DAISY FOLKART HEART DECORATION,120.000,96,0.001246
2898,90124B,BLUE MURANO TWIST NECKLACE,119.890,12,0.001245
2899,23694,PAISLEY PARK CARD,119.780,274,0.001243
2900,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,119.330,13,0.001239
2901,10080,GROOVY CACTUS INFLATABLE,119.090,303,0.001236
2902,84709B,PINK OVAL JEWELLED MIRROR,119.000,20,0.001235
2903,90164A,PINK ROSEBUD PEARL BRACELET,118.970,21,0.001235
2904,21095,SET/6 POSIES PAPER PLATES,118.730,125,0.001233
2905,84507B,STRIPES DESIGN MONKEY DOLL,118.730,39,0.001233
2906,90129B,TURQUOISE GLASS TASSLE BAG CHARM,118.430,56,0.001229
2907,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,118.400,85,0.001229
2908,21032,SPACE CADET WHITE,117.780,97,0.001223
2909,90184A,AMBER CHUNKY BEAD BRACELET W STRAP,117.730,13,0.001222
2910,84741C,CITRUS GARLAND FELT FLOWERS,117.000,60,0.001215
2911,51020A,SUMMER FUN DESIGN SHOWER CAP,116.330,325,0.001208
2912,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.500,55,0.001199
2913,16052,TEATIME PUSH DOWN RUBBER,115.300,479,0.001197
2914,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,114.250,23,0.001186
2915,84661A,WHITE SQUARE TABLE CLOCK,113.850,41,0.001182
2916,23305,SET 4 PICNIC CUTLERY BLUEBERRY,113.100,58,0.001174
2917,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,112.860,45,0.001172
2918,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.560,126,0.001169
2919,90003D,CRYSTAL PAIR HEART HAIR SLIDES,112.260,30,0.001165
2920,23185,FRENCH STYLE STORAGE JAR JAM,112.240,308,0.001165
2921,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,112.210,45,0.001165
2922,21814,HEART T-LIGHT HOLDER,111.770,74,0.00116
2923,72780,BLACK SILOUETTE CANDLE PLATE,111.350,131,0.001156
2924,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",110.950,14,0.001152
2925,90185C,BLACK DIAMANTE EXPANDABLE RING,110.090,26,0.001143
2926,47503H,ASS FLORAL PRINT SPIRIT LEVEL,110.070,99,0.001143
2927,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,110.030,95,0.001142
2928,20731,POSY CANDY BAG,109.960,92,0.001142
2929,85167B,BLACK GRAND BAROQUE PHOTO FRAME,109.940,50,0.001141
2930,84925F,PSYCHEDELIC WALL THERMOMETER,109.930,79,0.001141
2931,23463,VINTAGE ZINC WATERING CAN,109.550,10,0.001137
2932,90124C,GREEN MURANO TWIST NECKLACE,109.540,11,0.001137
2933,21678,PAISLEY PATTERN  STICKERS,108.600,123,0.001127
2934,72812,LARGE ZINC GLASS CANDLEHOLDER,107.800,32,0.001119
2935,21372,MIRRORED WALL ART TABLE LAMP,107.750,75,0.001119
2936,35916C,PINK FELT HANGING HEART W FLOWER,107.720,106,0.001118
2937,17090A,LAVENDER INCENSE 40 CONES IN TIN,107.450,109,0.001115
2938,90125A,PINK BERTIE GLASS BEAD BAG CHARM,106.240,115,0.001103
2939,23496,PANTRY KITCHEN THERMOMETER,106.130,82,0.001102
2940,35819B,"ACRYLIC HANGING JEWEL,BLUE",106.050,268,0.001101
2941,20657,TROPICAL LUGGAGE TAG,105.910,73,0.001099
2942,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,105.760,32,0.001098
2943,20898,VINTAGE NOTEBOOK TRAVELOGUE,105.730,38,0.001098
2944,90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,105.710,17,0.001097
2945,85096,HILDA CANDY SPOT RABBIT,105.480,24,0.001095
2946,90195A,PURPLE GEMSTONE BRACELET,105.140,13,0.001091
2947,35818P,"ACRYLIC JEWEL ICICLE, PINK",105.070,261,0.001091
2948,90161A,ANT COPPER RED BOUDICCA BRACELET,105.030,21,0.00109
2949,21904,HOUSE WRECKING METAL SIGN,105.000,50,0.00109
2950,22039,BOTANICAL LILY GIFT WRAP,105.000,250,0.00109
2951,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,104.920,28,0.001089
2952,85129C,BEADED CRYSTAL HEART BLUE SMALL,104.850,79,0.001088
2953,35920,FOUR RABBIT EASTER DECORATIONS,104.840,72,0.001088
2954,90210C,RED   ACRYLIC FACETED BANGLE,104.710,77,0.001087
2955,84461,12 PINK HEN+CHICKS IN BASKET,104.550,41,0.001085
2956,90122A,PINK CRYSTAL+GLASS BRACELET,104.530,21,0.001085
2957,20796,SMALL BLUE PROVENCAL CERAMIC BALL,103.940,62,0.001079
2958,90214A,"LETTER ""A"" BLING KEY RING",103.870,105,0.001078
2959,23303,SET 4 PICNIC CUTLERY FONDANT,103.350,53,0.001073
2960,90032,IVORY SHELL HEART NECKLACE,103.130,21,0.001071
2961,90183A,AMBER DROP EARRINGS W LONG BEADS,102.690,35,0.001066
2962,22879,NUMBER TILE VINTAGE FONT 0,102.460,70,0.001064
2963,90130B,TURQ STONE/CRYSTAL EARRINGS,102.370,35,0.001063
2964,90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,102.000,12,0.001059
2965,90196A,PURPLE GEMSTONE NECKLACE 45CM,102.000,8,0.001059
2966,84989A,75 GREEN FAIRY CAKE CASES,101.810,68,0.001057
2967,90148,LONG SILVER NECKLACE PASTEL FLOWER,101.730,8,0.001056
2968,20701,PINK CAT FLORAL CUSHION COVER,100.970,25,0.001048
2969,35637C,PINK STRING CURTAIN WITH POLE,100.860,30,0.001047
2970,16033,MINI HIGHLIGHTER PENS,100.800,840,0.001046
2971,35911B,PINK/FLOWER RABBIT EGG WARMER,100.760,119,0.001046
2972,90010B,BLACK/WHITE GLASS/SILVER BRACELET,100.090,11,0.001039
2973,17091A,LAVENDER INCENSE IN TIN,98.910,171,0.001027
2974,84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.630,46,0.001024
2975,21420,OYSTER TRINKET BOX,98.290,25,0.00102
2976,84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.950,41,0.001017
2977,23574,PACKING CHARGE,97.500,13,0.001012
2978,84801A,PINK HYDRANGEA ART FLOWER,96.600,46,0.001003
2979,20795,LARGE BLUE PROVENCAL CERAMIC BALL,96.320,42,0.001
2980,90101,WHITE FRANGIPANI NECKLACE,95.590,38,0.000992
2981,21777,RECIPE BOX WITH METAL HEART,95.400,12,0.00099
2982,23562,SET OF 6 RIBBONS PERFECTLY PRETTY,95.370,33,0.00099
2983,90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",95.350,12,0.00099
2984,90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,95.250,8,0.000989
2985,84527,FLAMES SUNGLASSES PINK LENSES,95.100,52,0.000987
2986,79144B,PAINTED LIGHTBULB STAR+ MOON,94.930,170,0.000985
2987,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",94.840,72,0.000985
2988,84666,SQUARE CHERRY BLOSSOM CABINET,94.800,24,0.000984
2989,90081C,LILY BROOCH OLIVE COLOUR,94.650,19,0.000983
2990,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,93.140,146,0.000967
2991,17084P,DRAGONS BLOOD INCENSE,93.100,396,0.000966
2992,90185B,AMETHYST DIAMANTE EXPANDABLE RING,92.870,22,0.000964
2993,20653,CHERRY BLOSSOM LUGGAGE TAG,92.720,72,0.000963
2994,20773,BLUE PAISLEY NOTEBOOK,92.400,56,0.000959
2995,35933,PINK STOCKING CHRISTMAS DECORATION,92.210,226,0.000957
2996,82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.800,36,0.000953
2997,90030C,BROWN KUKUI COCONUT SEED NECKLACE,91.700,77,0.000952
2998,90175B,PINK GLASS CHUNKY CHARM BRACELET,91.680,10,0.000952
2999,23304,SET 4 PICNIC CUTLERY CHERRY,91.650,47,0.000951
3000,47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,91.340,34,0.000948
3001,21722,SWEET PUDDING STICKER SHEET,90.640,95,0.000941
3002,20662,FIRST CLASS HOLIDAY PURSE,90.420,31,0.000939
3003,85230F,JASMINE VOTIVE CANDLE,90.340,338,0.000938
3004,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,90.220,27,0.000937
3005,22407,MONEY BOX FIRST ADE DESIGN,89.920,70,0.000933
3006,23611,SET 10 CARDS RED RIDING HOOD 17214,89.640,36,0.000931
3007,23151,ZINC SWEETHEART SOAP DISH,89.620,35,0.00093
3008,72051S,BAG OF SILVER STONES,89.530,130,0.000929
3009,35400,WOODEN BOX ADVENT CALENDAR,89.500,10,0.000929
3010,90133,TEAL/FUSCHIA COL BEAD NECKLACE,89.450,18,0.000929
3011,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,89.220,4,0.000926
3012,90123A,PINK HEART OF GLASS BRACELET,89.120,15,0.000925
3013,35833P,4 PINK FLOCK CHRISTMAS BALLS,88.470,49,0.000918
3014,84984A,GREEN PEONY CUSHION COVER,88.350,19,0.000917
3015,84306,S/3 PINK SQUARE PLANTERS ROSES,88.220,10,0.000916
3016,90146,FINE SILVER NECKLACE W PASTEL FLOWE,87.450,16,0.000908
3017,47369A,PINK GREEN EMBROIDERY COSMETIC BAG,87.400,32,0.000907
3018,23626,SET 10 CARDS DINKY TREE 17076,87.150,35,0.000905
3019,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.750,77,0.000901
3020,23580,SNACK TRAY HAPPY FOREST,86.260,42,0.000895
3021,90019B,GOLD M.O.P ORBIT BRACELET,85.720,16,0.00089
3022,84531B,BLUE KNITTED EGG COSY,85.610,155,0.000889
3023,90174,BUTTERFLY HAIR BAND,85.500,34,0.000888
3024,75172,PAINTED SEA SHELL METAL WINDCHIME,85.310,93,0.000886
3025,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,85.130,19,0.000884
3026,90129F,RED GLASS TASSLE BAG CHARM,85.080,39,0.000883
3027,79403,FROSTED WHITE BASE,84.670,94,0.000879
3028,20869,GOLD FABRIC MIRROR,84.420,174,0.000876
3029,20821,GOLDIE LOOKING MIRROR,84.150,17,0.000874
3030,16169K,WRAP FOLK ART,84.000,200,0.000872
3031,90018B,GOLD M.O.P ORBIT DROP EARRINGS,83.980,20,0.000872
3032,90166,PINK & WHITE ROSEBUD RING,83.890,20,0.000871
3033,20941,FROG CANDLE,83.780,64,0.00087
3034,22016,"Dotcomgiftshop Gift Voucher £100.00",83.330,1,0.000865
3035,90123C,GREEN HEART OF GLASS BRACELET,83.290,14,0.000865
3036,90129A,PINK GLASS TASSLE BAG CHARM,82.980,45,0.000861
3037,84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.570,12,0.000857
3038,21690,SILVER  CANDLEPOT JARDIN,82.500,22,0.000856
3039,35638A,PINK AND BLACK STRING CURTAIN,82.100,38,0.000852
3040,35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.100,163,0.000852
3041,16049,TEATIME GEL PENS ASST,82.080,504,0.000852
3042,20664,TROPICAL HOLIDAY PURSE,81.660,32,0.000848
3043,71496A,A4 WALL TIDY BLUE OFFICE,80.960,127,0.00084
3044,21226,POCKET MIRROR WOODLAND,80.550,93,0.000836
3045,90175C,BLUE GLASS CHUNKY CHARM BRACELET,80.550,9,0.000836
3046,84927E,FLOWERS TILE HOOK,80.160,59,0.000832
3047,90124A,PINK MURANO TWIST NECKLACE,79.660,8,0.000827
3048,90162B,ANT SILVER LIME GREEN BOUDICCA RING,79.650,27,0.000827
3049,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",79.630,173,0.000827
3050,90108,BLUE BLOSSOM HAIR CLIP,79.500,69,0.000825
3051,90072,RUBY DROP CHANDELIER EARRINGS,79.270,20,0.000823
3052,21278,VINTAGE KITCHEN PRINT PUDDINGS,79.050,31,0.000821
3053,84984B,RED PEONY CUSHION COVER,79.050,17,0.000821
3054,21370,MIRRORED WALL ART FOXY,78.300,9,0.000813
3055,37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.090,131,0.000811
3056,23576,SNACK TRAY RED VINTAGE DOILY,78.000,40,0.00081
3057,90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,77.910,13,0.000809
3058,90129E,PURPLE GLASS TASSLE BAG CHARM,77.040,42,0.0008
3059,20980,36 PENCILS TUBE POSY,76.910,79,0.000798
3060,90129C,GREEN GLASS TASSLE BAG CHARM,76.810,34,0.000797
3061,84531A,PINK KNITTED EGG COSY,76.690,147,0.000796
3062,35916B,BLUE FELT HANGING HEART WITH FLOWER,76.680,91,0.000796
3063,46000P,POLYESTER FILLER PAD 65CMx65CM,76.500,18,0.000794
3064,84840,SWEETHEART CARRY-ALL BASKET,76.440,6,0.000794
3065,90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,76.320,9,0.000792
3066,16207B,PINK HEART RED HANDBAG,76.140,29,0.00079
3067,72811,SMALL ZINC/GLASS CANDLEHOLDER,75.950,51,0.000788
3068,20798,CLEAR MILKSHAKE GLASS,75.600,36,0.000785
3069,90163A,PINK ROSEBUD & PEARL NECKLACE,75.360,10,0.000782
3070,90022,EDWARDIAN DROP EARRINGS JET BLACK,75.240,20,0.000781
3071,21413,PERIWINKLE T-LIGHT HOLDER,75.020,48,0.000779
3072,84847,FLORAL BATHROOM SET,75.000,20,0.000779
3073,90039D,FIRE POLISHED GLASS BRACELET GREEN,74.960,20,0.000778
3074,90003E,GREEN PAIR HEART HAIR SLIDES,74.920,20,0.000778
3075,23467,VINTAGE ZINC PLANTER,74.680,20,0.000775
3076,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,74.580,90,0.000774
3077,21087,SET/6 POSIES PAPER CUPS,74.570,141,0.000774
3078,90098,NECKLACE+BRACELET PINK BUTTERFLY,73.950,29,0.000768
3079,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,73.830,26,0.000766
3080,90177C,DROP DIAMANTE EARRINGS CRYSTAL,73.330,25,0.000761
3081,84231,EASTER BUNNY WITH BASKET ON BACK,72.630,108,0.000754
3082,20960,WATERMELON BATH SPONGE,72.490,29,0.000753
3083,85049B,LUSH GREENS RIBBONS,72.420,56,0.000752
3084,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.000,72,0.000747
3085,21946,PARTY TIME DESIGN FLANNEL,71.770,80,0.000745
3086,85197,SET OF 12 MINI BUNNIES IN A BUCKET,71.400,34,0.000741
3087,23579,SNACK TRAY I LOVE LONDON,71.350,31,0.000741
3088,17014A,ORIGAMI VANILLA INCENSE CONES,71.190,155,0.000739
3089,47589,CONGRATULATIONS BUNTING,70.850,13,0.000736
3090,84251B,"GREETING CARD, STICKY GORDON",70.780,245,0.000735
3091,90177D,DROP DIAMANTE EARRINGS PURPLE,70.630,24,0.000733
3092,51020B,STRIPY DESIGN SHOWER CAP,70.570,197,0.000733
3093,84927A,WAKE UP COCKEREL TILE HOOK,70.450,50,0.000731
3094,90103,PURPLE FRANGIPANI NECKLACE,70.180,28,0.000729
3095,90051,CRACKED GLAZE NECKLACE RED,70.160,10,0.000728
3096,16161G,WRAP BAD HAIR DAY,70.000,700,0.000727
3097,16020C,CLEAR STATIONERY BOX SET,69.900,84,0.000726
3098,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,69.850,77,0.000725
3099,46126A,ELVIS WALLHANGING / CURTAIN,69.840,52,0.000725
3100,90118,PINK DAISY BAG CHARM,69.720,28,0.000724
3101,90199A,5 STRAND GLASS NECKLACE BLACK,69.630,11,0.000723
3102,23464,VINTAGE ZINC WATERING CAN SMALL,69.400,13,0.00072
3103,84549,CROCHET WHITE RABBIT KEYRING,69.380,38,0.00072
3104,81952V,ROUND PURPLE CLOCK WITH SUCKER,69.350,365,0.00072
3105,85188B,PINK METAL SWINGING BUNNY,68.700,78,0.000713
3106,85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,68.570,77,0.000712
3107,20933,YELLOW POT PLANT CANDLE,68.100,22,0.000707
3108,90151,SILVER/NATURAL SHELL NECKLACE,68.000,8,0.000706
3109,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,67.930,41,0.000705
3110,90194,SILVER LARIAT BLACK STONE EARRINGS,67.870,16,0.000705
3111,84251G,"GREETING CARD, OVERCROWDED POOL.",67.860,234,0.000704
3112,90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.830,11,0.000704
3113,84874B,BLUE TRAVEL FIRST AID KIT,67.510,41,0.000701
3114,82011A,"BATHROOM SCALES, TROPICAL BEACH",67.500,18,0.000701
3115,35916A,YELLOW FELT HANGING HEART W FLOWER,67.390,87,0.0007
3116,90144,SILVER DROP EARRINGS WITH FLOWER,67.360,18,0.000699
3117,90040B,MURANO STYLE GLASS BRACELET BLACK,66.700,18,0.000692
3118,35819P,"ACRYLIC HANGING JEWEL,PINK",66.550,95,0.000691
3119,84686,BEACH HUT MIRROR,66.390,49,0.000689
3120,17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.360,81,0.000689
3121,37444A,YELLOW BREAKFAST CUP AND SAUCER,66.350,53,0.000689
3122,20663,QUEEN OF THE SKIES HOLIDAY PURSE,66.260,25,0.000688
3123,85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.120,13,0.000686
3124,20835,FRENCH LATTICE CUSHION COVER,65.800,67,0.000683
3125,90211A,DIAMOND LAS VEGAS NECKLACE 45CM,65.150,11,0.000676
3126,72799C,PINK PILLAR CANDLE SILVER FLOCK,64.900,22,0.000674
3127,84247K,"FOLK ART GREETING CARD,pack/12",64.900,22,0.000674
3128,84247N,PACK/12 BLUE FOLKART CARDS,64.900,22,0.000674
3129,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,64.580,22,0.00067
3130,23442,12 HANGING EGGS HAND PAINTED,64.480,31,0.000669
3131,90214C,"LETTER ""C"" BLING KEY RING",64.400,64,0.000669
3132,90081A,LILY BROOCH AMETHYST COLOUR,64.350,13,0.000668
3133,21031,SPACE CADET BLACK,64.240,52,0.000667
3134,90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.080,8,0.000665
3135,90181A,AMBER GLASS/SHELL/PEARL NECKLACE,64.040,7,0.000665
3136,21692,SILVER LATTICE VANILLA CANDLE POT,63.750,17,0.000662
3137,84875D,BLUE SQUARE COMPACT MIRROR,63.750,51,0.000662
3138,90214S,"LETTER ""S"" BLING KEY RING",63.750,69,0.000662
3139,84673A,PINK FLY SWAT,63.720,92,0.000661
3140,90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",63.500,8,0.000659
3141,90196B,BLACK GEMSTONE NECKLACE 45CM,63.480,5,0.000659
3142,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.280,162,0.000657
3143,62094B,TURQ ICE CREAM BUM BAG,63.210,19,0.000656
3144,90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,63.110,12,0.000655
3145,22145,CHRISTMAS CRAFT HEART STOCKING,63.000,30,0.000654
3146,84452,METAL RABBIT LADDER EASTER,62.900,74,0.000653
3147,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,62.640,44,0.00065
3148,40046A,RED DAISY PAPER LAMPSHADE,62.500,50,0.000649
3149,84760S,SMALL HANGING GLASS+ZINC LANTERN,62.350,43,0.000647
3150,85160B,BLACK BIRD GARDEN DESIGN MUG,62.240,106,0.000646
3151,84247L,FAWN AND MUSHROOM GREETING CARD,62.060,128,0.000644
3152,20848,ZINC HEART LATTICE CHARGER SMALL,61.950,21,0.000643
3153,16151A,FLOWERS HANDBAG blue and orange,61.250,49,0.000636
3154,71495B,CD WALL TIDY RED FLOWERS,61.050,163,0.000634
3155,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.840,36,0.000632
3156,84859B,BLUE DISCO HANDBAG,60.680,30,0.00063
3157,84984D,ORIENTAL RED CUSHION COVER,60.450,13,0.000628
3158,84661C,PINK SQUARE TABLE CLOCK,60.380,20,0.000627
3159,90155,RESIN NECKLACE W PASTEL BEADS,60.140,8,0.000624
3160,23614,SET 10 CARDS 12 DAYS WRAP  17058,59.940,18,0.000622
3161,90031,BILI NUT AND WOOD NECKLACE,59.890,50,0.000622
3162,23629,SET 10 CARDS DRESSING UP 17077,59.760,24,0.00062
3163,84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,59.450,41,0.000617
3164,84985A,SET OF 72 GREEN PAPER DOILIES,59.450,41,0.000617
3165,21910,WAY OUT METAL SIGN,59.400,36,0.000617
3166,79071B,ENGLISH ROSE METAL WASTE BIN,59.000,20,0.000612
3167,90024B,"NEW BAROQUE B'FLY NECKLACE RED",58.960,7,0.000612
3168,23575,SNACK TRAY PAISLEY PARK,58.730,29,0.00061
3169,90202D,PINK ENAMEL FLOWER HAIR TIE,58.660,20,0.000609
3170,20760,GARDEN PATH POCKET BOOK,58.650,69,0.000609
3171,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.650,23,0.000609
3172,90202A,PURPLE ENAMEL FLOWER HAIR TIE,58.480,20,0.000607
3173,90190C,SILVER/AMETHYST DROP EARRINGS LEAF,58.430,20,0.000607
3174,84877A,PINK ROUND COMPACT MIRROR,58.160,40,0.000604
3175,90082D,DIAMANTE BOW BROOCH BLACK COLOUR,58.030,9,0.000602
3176,71406C,BLACK ORANGE SQUEEZER,57.960,138,0.000602
3177,84466,TOP SECRET PEN SET,57.500,46,0.000597
3178,84597C,RETRO PINK BALL ASHTRAY,57.500,46,0.000597
3179,72801G,4 BURGUNDY WINE DINNER CANDLES,57.460,45,0.000597
3180,85006,SET 4 NURSERY DES ROUND BOXES,57.250,55,0.000594
3181,90086,CRYSTAL FROG PHONE CHARM,56.840,41,0.00059
3182,21460,GREEN EASTER EGG HUNT START POST,56.780,28,0.000589
3183,44236,PINK/PURPLE CIRCLE CURTAIN,56.520,52,0.000587
3184,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,56.310,15,0.000585
3185,47341B,BLUE TABLE RUN FLOWER,56.250,45,0.000584
3186,90038A,GLASS AND PAINTED BEADS BRACELET TO,56.150,15,0.000583
3187,90050,CRACKED GLAZE NECKLACE IVORY,55.720,8,0.000578
3188,90183B,AMETHYST DROP EARRINGS W LONG BEADS,55.280,19,0.000574
3189,16046,TEATIME PEN CASE & PENS,55.250,65,0.000574
3190,90023,FILIGREE DIAMANTE EARRINGS,55.020,13,0.000571
3191,84750B,BLACK SMALL GLASS CAKE STAND,54.990,61,0.000571
3192,90206A,GOLD DIAMANTE STAR BROOCH,54.820,11,0.000569
3193,90210A,GREY ACRYLIC FACETED BANGLE,54.650,33,0.000567
3194,72132,COLUMBIAN CUBE CANDLE,54.600,28,0.000567
3195,90214L,"LETTER ""L"" BLING KEY RING",54.600,58,0.000567
3196,21336,GOLD WASHBAG,54.570,27,0.000567
3197,90040A,MURANO STYLE GLASS BRACELET RED,54.290,14,0.000564
3198,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,54.040,55,0.000561
3199,20793,BLUE TILED TRAY,54.000,8,0.000561
3200,79323B,BLACK CHERRY LIGHTS,54.000,8,0.000561
3201,84251C,"GREETING CARD, TWO SISTERS.",53.880,127,0.000559
3202,90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760,11,0.000558
3203,90035A,"PEARL & SHELL 42""NECKL. GREEN",53.620,5,0.000557
3204,20756,GREEN FERN POCKET BOOK,53.550,63,0.000556
3205,20759,CHRYSANTHEMUM POCKET BOOK,53.550,63,0.000556
3206,20851,ZINC HEART LATTICE TRAY OVAL,53.550,9,0.000556
3207,47586A,PINK FAIRY CAKE CUSHION COVER,53.550,21,0.000556
3208,90123B,TURQUOISE HEART OF GLASS BRACELET,53.420,9,0.000555
3209,90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.260,9,0.000553
3210,90202C,GREEN ENAMEL FLOWER HAIR TIE,52.910,18,0.000549
3211,90214J,"LETTER ""J"" BLING KEY RING",52.900,58,0.000549
3212,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.800,32,0.000548
3213,90214K,"LETTER ""K"" BLING KEY RING",52.620,52,0.000546
3214,90019C,SILVER BLACK ORBIT BRACELET,52.530,10,0.000545
3215,84842,HELLO SAILOR BATHROOM SET,52.500,14,0.000545
3216,90176D,DIAMANTE NECKLACE PURPLE,52.500,7,0.000545
3217,90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.310,10,0.000543
3218,35265,COLOURFUL FLOWER FRUIT BOWL,52.200,17,0.000542
3219,90071,RUBY GLASS CLUSTER EARRINGS,52.160,42,0.000541
3220,72134,COLUMBIAN  CUBE CANDLE,52.100,101,0.000541
3221,84927D,LA PALMIERA TILE HOOK,51.860,47,0.000538
3222,85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.600,24,0.000536
3223,90210B,CLEAR ACRYLIC FACETED BANGLE,51.560,31,0.000535
3224,90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.510,31,0.000535
3225,84597B,RETRO BROWN BALL ASHTRAY,51.250,41,0.000532
3226,72133,COLUMBIAN CANDLE RECTANGLE,51.090,37,0.00053
3227,20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.800,8,0.000527
3228,17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.400,24,0.000523
3229,90018C,SILVER BLACK ORBIT DROP EARRINGS,50.400,12,0.000523
3230,47348A,FUSCHIA VOILE POINTY SHOE DEC,50.310,97,0.000522
3231,44242B,PINK FEATHERS CURTAIN,50.280,52,0.000522
3232,90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,49.760,10,0.000517
3233,84510E,SET OF 4 GREEN CAROUSEL COASTERS,49.700,30,0.000516
3234,20667,CHERRY BLOSSOM PURSE,49.690,20,0.000516
3235,90142D,MOP PENDANT SHELL NECKLACE,49.640,10,0.000515
3236,90157,RIVIERA NECKLACE,49.590,10,0.000515
